null
null
"January 03, 2022 7:52PM","Doug:","Heard you, just don't think I have it set up to use my headset. One sec."
"January 03, 2022 7:53PM","DM (GM):","im putting voice on, figured it would be easier to talk and explain things rather than type it all"
"January 03, 2022 7:53PM","Billy S:","Ok cool, lemme try to figure that out"
"January 03, 2022 7:55PM","DM (GM):","if anyone is not equipped for sound, let me know, if it is easier we could also all join the voice channel in discord"
"January 03, 2022 7:56PM","Melissa D.:","I'm good!"
"January 03, 2022 7:57PM","Billy S:","i can"
"January 03, 2022 7:57PM","DM (GM):","if anyone cannot hear me I guess try turning your volume up first"
"January 03, 2022 7:59PM","Adam B.:","am I supposed to be hearing you all?"
"January 03, 2022 7:59PM","Doug:","Yes."
"January 03, 2022 8:01PM","Adam B.:","can you guys hear me? i can hear you"
"January 03, 2022 8:01PM","Rob W.:","We cannot hear you"
"January 03, 2022 8:02PM","Amanda G.:","im here!\"
"January 03, 2022 8:02PM","DM (GM):","cool let me know if you can hear me"
"January 03, 2022 8:03PM","Adam B.:","I can hear you but..."
"January 03, 2022 8:05PM","Amanda G.:","i can hear you"
"January 03, 2022 8:05PM","Melissa D.:","I think I can hear everyone so far"
"January 03, 2022 8:06PM","Adam B.:","I can't hear anyone anymore..."
"January 03, 2022 8:06PM","Melissa D.:","oof lol"
"January 03, 2022 8:06PM","Amanda G.:","I think everyones muted right now"
"January 03, 2022 8:12PM","Etrager:","I haven't even figured out if I read enough to worry about books"
"January 03, 2022 8:16PM","Amanda G.:","is anyone talking? cause i cant hear anything"
"January 03, 2022 8:16PM","DM (GM):","ohhh ive been talking for 10 minutes oh noooooo"
"January 03, 2022 8:16PM","Amanda G.:","damn"
"January 03, 2022 8:16PM","DM (GM):","is there anyone else who cannot hear me?"
"January 03, 2022 8:17PM","Adam B.:","I can hear you I just don't think you can hear me"
"January 03, 2022 8:17PM","Etrager:","In combat, try to have an idea of what you're doing. Leveling up is between sessions."
"January 03, 2022 8:17PM","Amanda G.:","i heard you at first but then it went away real quick"
"January 03, 2022 8:17PM","Etrager:","Metagaming is kind of unavoidable, and only will be addressed if it becomes a big issue. Other than that, it happens."
"January 03, 2022 8:17PM","DM (GM):","i will send notes"
"January 03, 2022 8:18PM","Melissa D:","Side question, how is everyone changing their picture? I'm struggling yes here, also don't laugh XD okay got it thanks lol"
"January 03, 2022 8:18PM","Amanda G.:","i fixed it! i can hear!"
"January 03, 2022 8:19PM","Welby Fellwater:","yay!"
"January 03, 2022 8:22PM","Melissa D:","nope Oh okay, cool"
"January 03, 2022 8:23PM","Welby Fellwater:","NEw mechanic to me, seems fun"
"January 03, 2022 8:23PM","Melissa D:","I like gold stars lol"
"January 03, 2022 8:24PM","Welby Fellwater:","I died in Rob's campaign but somehow I had plot armor?"
"January 03, 2022 8:24PM","Etrager:","That wasn't plot armor. That was the ""power of friendship"" They saved you every time lol"
"January 03, 2022 8:34PM","Driron Narakas:","son of a bitch, so that means you still can't hear me. unless you bastards are ignoring me my microphone sucks as Billy pointed out to me no question, if we're not doing voice then this laptop might work"
"January 03, 2022 8:37PM","Etrager:","Besides a PC"
"January 03, 2022 8:39PM","Driron Narakas:","yes wait i think i already told you I'll be in florida for two weeks Billy too"
"January 03, 2022 8:40PM","Welby Fellwater:","oh yeah, true"
"January 03, 2022 8:44PM","Driron Narakas:","hmmm can't move ok"
null
"January 03, 2022 8:46PM","Driron Narakas:","yup that worked"
"January 03, 2022 8:46PM","Melissa D:","I also can't move but I think that's probably because I'm not linked either? yep!"
"January 03, 2022 8:48PM","Driron Narakas:","I see it, just my name ah ok, slow laptop"
"January 03, 2022 8:49PM","Amanda G.:","mines open"
"January 03, 2022 8:49PM","Welby Fellwater:","open"
"January 03, 2022 8:49PM","Persira:","I've got mine open."
"January 03, 2022 8:49PM","Driron Narakas:","open"
"January 03, 2022 8:50PM","Gale Stern:","not yet"
"January 03, 2022 8:50PM","DM (GM):","Rolling 1d20+0[STR] = (16)+0 = 16" - "STRENGTH"
"January 03, 2022 8:51PM","DM (GM):","Rolling 1d20+1[dexterity] = (9)+1 = 10" - "SLEIGHT OF HAND"
"January 03, 2022 8:51PM","DM (GM):","Rolling 1d20+1[dexterity] = (<span class=""basicdiceroll critfail "">1)+1 = 2" - "SLEIGHT OF HAND"
"January 03, 2022 8:51PM","Etrager:","Rolling 1d20+2[Proficiency]+2[dexterity] = (13)+2+2 = 17" - "ACROBATICS"
"January 03, 2022 8:52PM","DM (GM):","Rolling 1d20+1[dexterity] = (10)+1 = 11" - "ACROBATICS"
"January 03, 2022 8:52PM","Welby Fellwater:","Rolling 1d20+2[Proficiency]+2[dexterity] = (<span class=""basicdiceroll critfail "">1)+2+2 = 5" - "ACROBATICS"
"January 03, 2022 8:52PM","Persira:","Rolling 1d20+3[dexterity] = (6)+3 = 9" - "ACROBATICS"
"January 03, 2022 8:52PM","Amanda G.:","Rolling 1d20+4[dexterity] = (5)+4 = 9" - "ACROBATICS"
"January 03, 2022 8:52PM","Etrager:","I win!"
"January 03, 2022 8:53PM","Welby Fellwater:","or 6 times"
"January 03, 2022 8:53PM","Persira:","Cool! Got it."
null
null
null
null
null
"January 03, 2022 8:55PM","Welby Fellwater:","-MsRlFGefypDB7tq13Uw|repeating_attack_-MsRmUZOxZ2VgzZPlPpK_spelldesc_link"
null
null
"January 03, 2022 8:57PM","Gale Stern:","I think my initiative is off"
"January 03, 2022 8:57PM","Etrager:","Rolling 1d20+2.14[INIT]  = (10)+2.14 = 12.14" - "INITIATIVE"
"January 03, 2022 8:57PM","DM (GM):","Rolling 1d20+1.13[INIT]  = (9)+1.13 = 10.129999999999999" - "INITIATIVE"
"January 03, 2022 8:57PM","Gale Stern:","ok thats what that is"
"January 03, 2022 8:57PM","Mouse:","Rolling 1d20+5.2[INIT]  = (<span class=""basicdiceroll critsuccess "">20)+5.2 = 25.2" - "INITIATIVE"
"January 03, 2022 8:57PM","Gale Stern:","Rolling 1d20+4.18[INIT]  = (4)+4.18 = 8.18" - "INITIATIVE"
"January 03, 2022 8:57PM","Persira:","Rolling 1d20+3.16[INIT]  = (17)+3.16 = 20.16" - "INITIATIVE"
"January 03, 2022 8:58PM","Welby Fellwater:","Rolling 1d20+2.15[INIT]  = (11)+2.15 = 13.15" - "INITIATIVE"
"January 03, 2022 8:58PM","Driron Narakas:","i'm confused, how are you guys doing that?"
"January 03, 2022 8:58PM","Etrager:","Click on initiative word under the weird number"
"January 03, 2022 8:58PM","DM (GM):","Rolling 1d20+1.13[INIT]  = (11)+1.13 = 12.129999999999999" - "INITIATIVE"
"January 03, 2022 8:58PM","Driron Narakas:","i dont see those options"
null
"January 03, 2022 8:59PM","Etrager:","Under Advantage, Normal, Disadvantage"
"January 03, 2022 9:00PM","Welby Fellwater:","As a faction agent, you have access to a secret network of supporters and operatives who can provide assistance on your adventures. You know a set of secret signs and passwords you can use to identify such operatives, who can provide you with access to a hidden safe house, free room and board, or assistance in finding information. These agents never risk their lives for you or risk revealing their true identities."
"January 03, 2022 9:05PM","Gale Stern:","wooahh!"
"January 03, 2022 9:06PM","Persira:","i see it lol"
"January 03, 2022 9:07PM","Etrager:","If you can't find yourself, Zoom out until you can see you. Then move to yourself and zoom in slowly"
"January 03, 2022 9:08PM","Gale Stern:","yep"
"January 03, 2022 9:08PM","Etrager:","yes"
"January 03, 2022 9:09PM","Gale Stern:","Rolling 1d20+4.18[INIT]  = (12)+4.18 = 16.18" - "INITIATIVE"
"January 03, 2022 9:09PM","Mouse:","Rolling 1d20+5.2[INIT]  = (<span class=""basicdiceroll critsuccess "">20)+5.2 = 25.2" - "INITIATIVE"
"January 03, 2022 9:09PM","Welby Fellwater:","Rolling 1d20+2.15[INIT]  = (10)+2.15 = 12.15" - "INITIATIVE"
"January 03, 2022 9:09PM","Persira:","Rolling 1d20+3.16[INIT]  = (14)+3.16 = 17.16" - "INITIATIVE"
"January 03, 2022 9:09PM","Etrager:","Rolling 1d20+2.14[INIT]  = (3)+2.14 = 5.14" - "INITIATIVE"
"January 03, 2022 9:09PM","DM (GM):","[ whispered to GM : ]"
"January 03, 2022 9:09PM","DM (GM):","[ whispered to GM : ]"
"January 03, 2022 9:09PM","DM (GM):","[ whispered to GM : ]"
"January 03, 2022 9:10PM","DM (GM):","[ whispered to GM : ]"
"January 03, 2022 9:10PM","DM (GM):","[ whispered to GM : ]"
"January 03, 2022 9:10PM","DM (GM):","[ whispered to GM : ]"
null
"January 03, 2022 9:15PM","DM (GM):","Beginning at 1st level, you know how to strike subtly and exploit a foe=E2=80=99s distraction. Once per turn, you can deal an extra 1d6 damage to one creature you hit with an attack if you have advantage on the attack roll. The attack must use a finesse or a ranged weapon. You don=E2=80=99t need advantage on the attack roll if another enemy of the target is within 5 feet of it, that enemy isn=E2=80=99t incapacitated, and you don=E2=80=99t have disadvantage on the attack roll. The amount of the extra damage increases as you gain levels in this class, as shown in the Sneak Attack column of the Rogue table."
"January 03, 2022 9:21PM","Etrager:","Bonus damage, not bonus action"
"January 03, 2022 9:21PM","Welby Fellwater:","It can be used as a reaction on someone else's action as well"
"January 03, 2022 9:22PM","Etrager:","damage modifier you can also say what you're trying to do, and we can help you figure out what you CAN do as we go. Never hesitate to ask"
null
"January 03, 2022 9:28PM","Gale Stern:","i think its just a rogue"
"January 03, 2022 9:28PM","Etrager:","Goblins as PCs have something like that as a bonus, also"
"January 03, 2022 9:29PM","Persira:","Rolling 1d20+2[Proficiency]+5[Mods] = (18)+2+5 = 25" - "STEALTH"
"January 03, 2022 9:32PM","Mouse:","Excellent scarves"
null
"January 03, 2022 9:32PM","Welby Fellwater:","Rolling 1d20+2.15[INIT]  = (9)+2.15 = 11.15" - "INITIATIVE"
"January 03, 2022 9:34PM","Gale Stern:","You can magically summon a spectral tentacle that strikes at your foes. As a bonus action, you create a 10-foot-long tentacle at a point you can see within 60 feet of you. The tentacle lasts for 1 minute or until you use this feature to create another tentacle. When you create the tentacle, you can make a melee spell attack against one creature within 10 feet of it. On a hit, the target takes 1d8 cold damage, and its speed is reduced by 10 feet until the start of your next turn. When you reach 10th level in this class, the damage increases to 2d8. As a bonus action on your turn, you can move the tentacle up to 30 feet and repeat the attack. You can summon the tentacle a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest."
"January 03, 2022 9:36PM","Etrager:","Spells don't usually add modifiers"
null
"January 03, 2022 9:38PM","Etrager:","It's his twin! Who is here to avenge his brother's death and continue his mission..."
"January 03, 2022 9:38PM","Gale Stern:","no!!!"
"January 03, 2022 9:38PM","DM (GM):","[ whispered to GM : ]"
"January 03, 2022 9:41PM","DM (GM):",
"January 03, 2022 9:43PM","Etrager:","I mean, he is prone"
null
"January 03, 2022 9:46PM","DM (GM):",
null
"January 03, 2022 9:49PM","DM (GM):",
null
null
"January 03, 2022 9:54PM","Etrager:","It"
null
"January 03, 2022 9:58PM","Persira:","Rolling 1d20+2[Proficiency]+2[strength] = (10)+2+2 = 14" - "ATHLETICS"
"January 03, 2022 9:58PM","DM (GM):",
null
"January 03, 2022 10:03PM","Etrager:","You basically just blew in his direction and knocked him out"
"January 03, 2022 10:03PM","Gale Stern:","lol"
"January 03, 2022 10:05PM","Persira:","oh no lol"
"January 03, 2022 10:05PM","Gale Stern:","we're missing our bard!"
"January 03, 2022 10:05PM","Etrager:","Yeah, he said he was going to fix it by getting a chromebook it'll likely be here by the time he's back from vacation Unless it's on a shipping container...."
"January 03, 2022 10:06PM","DM (GM):",
null
null
"January 03, 2022 10:08PM","Gale Stern:","thank you!"
"January 03, 2022 10:09PM","Etrager:","You use shields not just for protection but also for offense. You gain the following benefits while you are wielding a shield: If you take the Attack action on your turn, you can use a bonus action to try to shove a creature within 5 feet of you with your shield. If you aren=E2=80=99t incapacitated, you can add your shield=E2=80=99s AC bonus to any Dexterity saving throw you make against a spell or other harmful effect that targets only you. If you are subjected to an effect that allows you to make a Dexterity saving throw to take only half damage, you can use your reaction to take no damage if you succeed on the saving throw, interposing your shield between yourself and the source of the effect."
"January 03, 2022 10:10PM","DM (GM):",
"January 03, 2022 10:10PM","Persira:","Rolling 1d20+2[Proficiency]+2[strength] = (11)+2+2 = 15" - "ATHLETICS"
"January 03, 2022 10:11PM","Welby Fellwater:","With advantage? ok"
null
"January 03, 2022 10:12PM","Etrager:","search the bodies! lol"
"January 03, 2022 10:14PM","Welby Fellwater:","Rolling 1d20+1[intelligence] = (<span class=""basicdiceroll critsuccess "">20)+1 = 21" - "INVESTIGATION"
"January 03, 2022 10:15PM","Mouse:","Rolling 1d20+1[intelligence] = (5)+1 = 6" - "INVESTIGATION"
"January 03, 2022 10:15PM","Persira:","Rolling 1d20+0[Mods] = (18)+0 = 18" - "INVESTIGATION"
"January 03, 2022 10:22PM","Etrager:","Thanks for the refresher Woo!"
"January 03, 2022 10:27PM","Persira:","goodnight"
"January 10, 2022 7:53PM","DM (GM):","hello!"
"January 10, 2022 7:54PM","Gale Stern:","hey there!"
"January 10, 2022 7:55PM","DM (GM):","how was your weekend?"
"January 10, 2022 7:56PM","Gale Stern:","It was good. Was finally able to leave the lair after being cooped up with covid since christmas. Hope you had a good one!"
"January 10, 2022 7:56PM","DM (GM):","ahh that suuucks...yeah basically been at home, working from home, then going back...home ... ugh"
"January 10, 2022 7:57PM","Gale Stern:","definitely sucked!"
"January 10, 2022 7:57PM","Driron Narakas:","ok I should have some actions up at the top of the map right?"
"January 10, 2022 7:58PM","DM (GM):","will send you a screenshot on discord did you get it Adam?"
"January 10, 2022 8:00PM","Driron Narakas:","yup just sent you what I'm seeing"
"January 10, 2022 8:00PM","DM (GM):","okay all good once we get Billy online we can get started Rob will be late, honestly will be mostly if not all a roleplay session tonight..."
"January 10, 2022 8:03PM","Billy S:","I'm here"
"January 10, 2022 8:03PM","Mouse:","(someone has a mic open.. if they don't know)"
"January 10, 2022 8:03PM","DM (GM):","yep gotcha,"
"January 10, 2022 8:03PM","Driron Narakas:","so is your microphone"
"January 10, 2022 8:03PM","DM (GM):","lol"
"January 10, 2022 8:03PM","Billy S:","as probably my mic *was"
"January 10, 2022 8:04PM","DM (GM):","so, as I was saying, going to be a slow lead in, and probably mostly a roleplay session tonight, Rob will be late, I had to work all weekend, so not as ready as I wanted to be lol but lets jump right in"
"January 10, 2022 8:05PM","Mouse:","(I cast fireball)"
null,null,"Within spitting distance of the ancient stone bridge that brings together the east and west banks of the village of Selmyr stands an odd collection of...wood. 'The Snapping Line', reads the swinging board above the doorway. The smell of fish wafts along the mists of the early evening as the street lights are lit by a hodge-podge of workers singing some sort of half chant, half sea-shanty. Before you, light peeking out of its mismatched windows, is a seemingly popular tavern, looking for all the world as if it had been constructed of derelict ship parts. The boards and beams, some not even scrubbed of the barnacles and other stowaways, show all the signs of a lengthy life at sea."
"January 10, 2022 8:06PM","Mouse:","(top left of map if all black to you)"
"January 10, 2022 8:06PM","DM (GM):","(Mouse, you can go ahead and place yourself inside) (30 seconds fumbling for my notes, too many windows open)"
null,null,"Persira, as you follow the directions you were given, you walk into this very odd establishment and see a number of patrons, less than the noise would have suggested, and a young human woman standing behind the bar"
null,null,"she sees you walking in, looking both out of place and out of sorts, and shouts to you, ""What kin I get you"""
"January 10, 2022 8:10PM","DM (GM):","(just a heads up, will be leading you all in as seems necessary)"
